booking_id,meal_plan,car_parking_space,room_type,special_requests
TMD14771,Meal Plan 1,0,Room_Type 1,0
TMD14772,Meal Plan 1,0,Room_Type 1,1
TMD14773,Not Selected,0,Room_Type 1,1
TMD14774,Meal Plan 1,0,Room_Type 6,1
TMD14775,Meal Plan 2,0,Room_Type 1,0
TMD14776,Meal Plan 1,0,Room_Type 1,2
TMD14777,Not Selected,0,Room_Type 1,1
TMD14778,Meal Plan 1,0,Room_Type 1,0
TMD14779,Meal Plan 1,0,Room_Type 1,0
TMD14780,Meal Plan 1,0,Room_Type 4,0
TMD14781,Meal Plan 1,0,Room_Type 1,0
TMD14782,Not Selected,0,Room_Type 1,1
TMD14783,Meal Plan 1,0,Room_Type 1,2
TMD14784,Not Selected,0,Room_Type 1,1
TMD14785,Meal Plan 1,0,Room_Type 1,0
TMD14786,Meal Plan 2,0,Room_Type 1,0
TMD14787,Meal Plan 1,0,Room_Type 1,1
TMD14788,Meal Plan 1,0,Room_Type 4,1
TMD14789,Meal Plan 1,0,Room_Type 6,2
TMD14790,Meal Plan 1,0,Room_Type 4,0
TMD14791,Meal Plan 1,0,Room_Type 1,0
TMD14792,Meal Plan 1,0,Room_Type 1,3
TMD14793,Not Selected,1,Room_Type 1,1
TMD14794,Meal Plan 2,0,Room_Type 1,0
TMD14795,Meal Plan 1,0,Room_Type 1,0
TMD14796,Meal Plan 1,0,Room_Type 1,0
TMD14797,Meal Plan 1,0,Room_Type 1,0
TMD14798,Meal Plan 1,0,Room_Type 1,0
TMD14799,Meal Plan 1,0,Room_Type 1,0
TMD14800,Meal Plan 1,0,Room_Type 5,0
TMD14801,Meal Plan 1,0,Room_Type 1,1
TMD14802,Not Selected,0,Room_Type 1,0
TMD14803,Meal Plan 1,0,Room_Type 1,0
TMD14804,Meal Plan 1,0,Room_Type 1,0
TMD14805,Meal Plan 1,0,Room_Type 1,1
TMD14806,Meal Plan 1,0,Room_Type 4,0
TMD14807,Meal Plan 1,1,Room_Type 1,0
TMD14808,Not Selected,0,Room_Type 1,1
TMD14809,Meal Plan 1,0,Room_Type 1,0
TMD14810,Meal Plan 1,0,Room_Type 1,0
TMD14811,Meal Plan 1,0,Room_Type 4,0
TMD14812,Meal Plan 1,0,Room_Type 1,0
TMD14813,Meal Plan 1,0,Room_Type 1,1
TMD14814,Meal Plan 1,0,Room_Type 1,1
TMD14815,Meal Plan 1,0,Room_Type 1,2
TMD14816,Meal Plan 1,0,Room_Type 1,0
TMD14817,Meal Plan 2,0,Room_Type 1,0
TMD14818,Meal Plan 1,0,Room_Type 1,0
TMD14819,Not Selected,0,Room_Type 1,1
TMD14820,Meal Plan 1,0,Room_Type 1,2
TMD14821,Meal Plan 1,0,Room_Type 7,1
TMD14822,Meal Plan 1,0,Room_Type 1,0
TMD14823,Meal Plan 2,0,Room_Type 4,0
TMD14824,Meal Plan 1,0,Room_Type 1,0
TMD14825,Meal Plan 1,0,Room_Type 1,2
TMD14826,Meal Plan 1,0,Room_Type 1,2
TMD14827,Meal Plan 1,0,Room_Type 1,0
TMD14828,Meal Plan 1,0,Room_Type 4,2
TMD14829,Meal Plan 1,0,Room_Type 1,1
TMD14830,Meal Plan 1,0,Room_Type 4,0
TMD14831,Meal Plan 1,0,Room_Type 1,1
TMD14832,Meal Plan 1,0,Room_Type 1,3
TMD14833,Not Selected,0,Room_Type 1,2
TMD14834,Meal Plan 1,0,Room_Type 1,0
TMD14835,Meal Plan 1,0,Room_Type 1,1
TMD14836,Meal Plan 1,0,Room_Type 1,2
TMD14837,Meal Plan 1,0,Room_Type 1,0
TMD14838,Meal Plan 1,0,Room_Type 4,1
TMD14839,Meal Plan 1,0,Room_Type 1,0
TMD14840,Meal Plan 1,0,Room_Type 1,1
TMD14841,Meal Plan 1,0,Room_Type 1,2
TMD14842,Meal Plan 1,0,Room_Type 1,0
TMD14843,Meal Plan 2,0,Room_Type 1,0
TMD14844,Meal Plan 2,0,Room_Type 1,0
TMD14845,Meal Plan 1,0,Room_Type 1,0
TMD14846,Meal Plan 1,0,Room_Type 1,0
TMD14847,Meal Plan 1,0,Room_Type 1,0
TMD14848,Not Selected,0,Room_Type 1,1
TMD14849,Meal Plan 1,0,Room_Type 4,0
TMD14850,Meal Plan 1,0,Room_Type 7,2
TMD14851,Meal Plan 1,0,Room_Type 4,1
TMD14852,Meal Plan 1,0,Room_Type 1,1
TMD14853,Meal Plan 1,0,Room_Type 1,0
TMD14854,Meal Plan 1,0,Room_Type 1,0
TMD14855,Meal Plan 1,0,Room_Type 1,0
TMD14856,Meal Plan 1,0,Room_Type 1,0
TMD14857,Meal Plan 1,0,Room_Type 1,1
TMD14858,Meal Plan 1,0,Room_Type 1,0
TMD14859,Meal Plan 1,0,Room_Type 1,0
TMD14860,Meal Plan 1,0,Room_Type 1,0
TMD14861,Meal Plan 1,0,Room_Type 1,1
TMD14862,Meal Plan 1,0,Room_Type 1,0
TMD14863,Meal Plan 1,0,Room_Type 4,2
TMD14864,Meal Plan 1,0,Room_Type 4,0
TMD14865,Meal Plan 1,0,Room_Type 1,0
TMD14866,Meal Plan 1,0,Room_Type 1,1
TMD14867,Not Selected,0,Room_Type 1,1
TMD14868,Not Selected,0,Room_Type 1,1
TMD14869,Meal Plan 1,0,Room_Type 4,0
TMD14870,Meal Plan 1,0,Room_Type 4,0
TMD14871,Meal Plan 1,0,Room_Type 1,1
TMD14872,Meal Plan 1,0,Room_Type 1,0
TMD14873,Meal Plan 1,0,Room_Type 1,0
TMD14874,Not Selected,0,Room_Type 1,0
TMD14875,Meal Plan 1,0,Room_Type 1,0
TMD14876,Meal Plan 1,0,Room_Type 1,0
TMD14877,Meal Plan 1,1,Room_Type 1,3
TMD14878,Meal Plan 1,1,Room_Type 1,1
TMD14879,Meal Plan 1,0,Room_Type 1,0
TMD14880,Meal Plan 1,0,Room_Type 2,1
TMD14881,Meal Plan 2,0,Room_Type 4,1
TMD14882,Not Selected,0,Room_Type 1,2
TMD14883,Meal Plan 1,0,Room_Type 1,0
TMD14884,Meal Plan 1,0,Room_Type 1,0
TMD14885,Meal Plan 2,0,Room_Type 1,0
TMD14886,Meal Plan 1,1,Room_Type 1,1
TMD14887,Meal Plan 1,0,Room_Type 4,0
TMD14888,Meal Plan 1,0,Room_Type 1,0
TMD14889,Meal Plan 1,0,Room_Type 5,0
TMD14890,Meal Plan 2,0,Room_Type 1,0
TMD14891,Meal Plan 1,0,Room_Type 4,1
TMD14892,Meal Plan 1,0,Room_Type 2,0
TMD14893,Not Selected,0,Room_Type 1,0
TMD14894,Meal Plan 1,0,Room_Type 4,0
TMD14895,Meal Plan 1,0,Room_Type 1,0
TMD14896,Not Selected,0,Room_Type 1,0
TMD14897,Meal Plan 1,0,Room_Type 1,0
TMD14898,Meal Plan 1,0,Room_Type 1,0
TMD14899,Meal Plan 1,0,Room_Type 1,1
TMD14900,Meal Plan 1,0,Room_Type 4,2
TMD14901,Meal Plan 1,0,Room_Type 1,0
TMD14902,Meal Plan 2,0,Room_Type 4,1
TMD14903,Meal Plan 1,0,Room_Type 1,2
TMD14904,Meal Plan 1,0,Room_Type 1,0
TMD14905,Meal Plan 1,0,Room_Type 1,1
TMD14906,Meal Plan 1,0,Room_Type 1,2
TMD14907,Meal Plan 1,1,Room_Type 1,0
TMD14908,Meal Plan 2,0,Room_Type 1,1
TMD14909,Not Selected,0,Room_Type 1,1
TMD14910,Meal Plan 1,0,Room_Type 1,0
TMD14911,Not Selected,0,Room_Type 1,1
TMD14912,Meal Plan 2,0,Room_Type 1,1
TMD14913,Meal Plan 1,0,Room_Type 1,0
TMD14914,Meal Plan 1,0,Room_Type 4,0
TMD14915,Meal Plan 3,0,Room_Type 7,1
TMD14916,Meal Plan 1,0,Room_Type 6,0
TMD14917,Meal Plan 1,0,Room_Type 1,1
TMD14918,Meal Plan 2,0,Room_Type 1,2
TMD14919,Meal Plan 2,0,Room_Type 4,2
TMD14920,Meal Plan 1,0,Room_Type 4,1
TMD14921,Meal Plan 1,0,Room_Type 1,2
TMD14922,Meal Plan 1,0,Room_Type 2,1
TMD14923,Meal Plan 1,0,Room_Type 5,2
TMD14924,Meal Plan 1,0,Room_Type 1,1
TMD14925,Meal Plan 1,0,Room_Type 4,4
TMD14926,Meal Plan 1,0,Room_Type 1,2
TMD14927,Meal Plan 1,0,Room_Type 1,0
TMD14928,Meal Plan 1,0,Room_Type 1,0
TMD14929,Meal Plan 1,0,Room_Type 1,0
TMD14930,Meal Plan 1,0,Room_Type 4,0
TMD14931,Meal Plan 1,0,Room_Type 4,3
TMD14932,Meal Plan 1,0,Room_Type 1,0
TMD14933,Meal Plan 1,0,Room_Type 1,0
TMD14934,Meal Plan 1,0,Room_Type 4,1
TMD14935,Meal Plan 1,0,Room_Type 4,2
TMD14936,Meal Plan 1,0,Room_Type 6,1
TMD14937,Meal Plan 1,0,Room_Type 1,0
TMD14938,Meal Plan 1,0,Room_Type 2,1
TMD14939,Meal Plan 1,0,Room_Type 1,0
TMD14940,Meal Plan 1,0,Room_Type 1,1
TMD14941,Not Selected,0,Room_Type 1,1
TMD14942,Meal Plan 2,0,Room_Type 1,0
TMD14943,Meal Plan 1,0,Room_Type 4,2
TMD14944,Meal Plan 1,0,Room_Type 1,0
TMD14945,Meal Plan 1,0,Room_Type 4,1
TMD14946,Meal Plan 1,0,Room_Type 2,1
TMD14947,Meal Plan 1,0,Room_Type 4,0
TMD14948,Not Selected,0,Room_Type 1,2
TMD14949,Meal Plan 1,0,Room_Type 1,0
TMD14950,Meal Plan 1,0,Room_Type 4,1
TMD14951,Not Selected,0,Room_Type 1,0
TMD14952,Not Selected,0,Room_Type 1,1
TMD14953,Not Selected,0,Room_Type 1,2
TMD14954,Meal Plan 1,0,Room_Type 1,0
TMD14955,Meal Plan 1,0,Room_Type 1,1
TMD14956,Meal Plan 1,0,Room_Type 1,1
TMD14957,Meal Plan 1,0,Room_Type 6,1
TMD14958,Meal Plan 1,0,Room_Type 1,0
TMD14959,Not Selected,0,Room_Type 1,4
TMD14960,Meal Plan 1,0,Room_Type 1,1
TMD14961,Not Selected,0,Room_Type 1,1
TMD14962,Not Selected,0,Room_Type 1,0
TMD14963,Meal Plan 2,0,Room_Type 1,0
TMD14964,Meal Plan 2,0,Room_Type 1,0
TMD14965,Meal Plan 2,0,Room_Type 1,0
TMD14966,Meal Plan 1,0,Room_Type 4,0
TMD14967,Meal Plan 1,0,Room_Type 1,3
TMD14968,Meal Plan 1,0,Room_Type 1,0
TMD14969,Meal Plan 1,0,Room_Type 1,0
TMD14970,Meal Plan 1,0,Room_Type 1,2
TMD14971,Meal Plan 1,0,Room_Type 4,0
TMD14972,Meal Plan 1,0,Room_Type 1,0
TMD14973,Meal Plan 1,0,Room_Type 1,0
TMD14974,Meal Plan 1,0,Room_Type 1,0
TMD14975,Meal Plan 1,0,Room_Type 1,1
TMD14976,Meal Plan 1,0,Room_Type 1,0
TMD14977,Meal Plan 1,0,Room_Type 1,1
TMD14978,Meal Plan 2,0,Room_Type 4,1
TMD14979,Not Selected,0,Room_Type 1,1
TMD14980,Meal Plan 1,0,Room_Type 1,1
TMD14981,Meal Plan 1,0,Room_Type 4,1
TMD14982,Meal Plan 1,0,Room_Type 1,0
TMD14983,Meal Plan 1,0,Room_Type 1,0
TMD14984,Meal Plan 1,0,Room_Type 6,0
TMD14985,Meal Plan 1,0,Room_Type 1,5
TMD14986,Meal Plan 1,0,Room_Type 1,2
TMD14987,Meal Plan 1,0,Room_Type 1,1
TMD14988,Meal Plan 1,0,Room_Type 1,0
TMD14989,Meal Plan 1,0,Room_Type 6,1
TMD14990,Not Selected,0,Room_Type 1,0
TMD14991,Meal Plan 1,0,Room_Type 1,0
TMD14992,Meal Plan 1,0,Room_Type 1,2
TMD14993,Meal Plan 2,0,Room_Type 1,1
TMD14994,Meal Plan 1,0,Room_Type 1,0
TMD14995,Not Selected,0,Room_Type 1,0
TMD14996,Meal Plan 1,0,Room_Type 1,1
TMD14997,Meal Plan 1,0,Room_Type 1,1
TMD14998,Not Selected,0,Room_Type 1,1
TMD14999,Meal Plan 1,0,Room_Type 4,1
TMD15000,Meal Plan 1,0,Room_Type 1,1
TMD15001,Not Selected,1,Room_Type 1,1
TMD15002,Meal Plan 1,1,Room_Type 1,0
TMD15003,Meal Plan 2,0,Room_Type 1,0
TMD15004,Meal Plan 2,0,Room_Type 1,0
TMD15005,Meal Plan 1,1,Room_Type 1,2
TMD15006,Meal Plan 1,0,Room_Type 4,1
TMD15007,Meal Plan 2,0,Room_Type 1,0
TMD15008,Meal Plan 2,0,Room_Type 1,1
TMD15009,Meal Plan 1,0,Room_Type 1,1
TMD15010,Meal Plan 1,0,Room_Type 1,0
TMD15011,Meal Plan 1,0,Room_Type 1,0
TMD15012,Meal Plan 1,0,Room_Type 4,0
TMD15013,Meal Plan 1,0,Room_Type 1,0
TMD15014,Meal Plan 2,0,Room_Type 1,0
TMD15015,Meal Plan 1,0,Room_Type 4,0
TMD15016,Meal Plan 1,0,Room_Type 1,0
TMD15017,Meal Plan 1,0,Room_Type 1,0
TMD15018,Not Selected,0,Room_Type 1,1
TMD15019,Meal Plan 2,0,Room_Type 1,0
TMD15020,Not Selected,0,Room_Type 1,0
TMD15021,Not Selected,0,Room_Type 1,0
TMD15022,Meal Plan 1,0,Room_Type 1,0
TMD15023,Not Selected,0,Room_Type 1,2
TMD15024,Meal Plan 1,0,Room_Type 1,0
TMD15025,Meal Plan 1,0,Room_Type 1,0
TMD15026,Meal Plan 1,0,Room_Type 1,1
TMD15027,Meal Plan 1,0,Room_Type 1,0
TMD15028,Not Selected,0,Room_Type 1,1
TMD15029,Meal Plan 1,0,Room_Type 2,2
TMD15030,Meal Plan 1,0,Room_Type 1,0
TMD15031,Not Selected,0,Room_Type 1,2
TMD15032,Meal Plan 1,0,Room_Type 1,0
TMD15033,Meal Plan 1,0,Room_Type 1,1
TMD15034,Meal Plan 1,0,Room_Type 1,0
TMD15035,Meal Plan 1,0,Room_Type 4,0
TMD15036,Not Selected,0,Room_Type 1,0
TMD15037,Not Selected,0,Room_Type 1,1
TMD15038,Not Selected,0,Room_Type 1,1
TMD15039,Meal Plan 1,0,Room_Type 4,1
TMD15040,Meal Plan 1,0,Room_Type 1,0
TMD15041,Meal Plan 1,0,Room_Type 1,0
TMD15042,Meal Plan 1,0,Room_Type 1,3
TMD15043,Meal Plan 1,0,Room_Type 5,0
TMD15044,Meal Plan 1,0,Room_Type 1,0
TMD15045,Meal Plan 1,0,Room_Type 1,1
TMD15046,Meal Plan 1,1,Room_Type 4,1
TMD15047,Meal Plan 1,0,Room_Type 1,0
TMD15048,Meal Plan 1,0,Room_Type 1,2
TMD15049,Meal Plan 1,0,Room_Type 1,1
TMD15050,Meal Plan 1,0,Room_Type 1,0
TMD15051,Meal Plan 1,0,Room_Type 1,0
TMD15052,Not Selected,0,Room_Type 1,1
TMD15053,Meal Plan 2,0,Room_Type 4,1
TMD15054,Meal Plan 1,0,Room_Type 2,0
TMD15055,Meal Plan 1,0,Room_Type 1,1
TMD15056,Meal Plan 1,0,Room_Type 1,0
TMD15057,Meal Plan 1,0,Room_Type 1,2
TMD15058,Meal Plan 1,0,Room_Type 1,0
TMD15059,Meal Plan 1,1,Room_Type 1,1
TMD15060,Meal Plan 1,0,Room_Type 1,1
TMD15061,Meal Plan 1,0,Room_Type 2,0
TMD15062,Meal Plan 1,0,Room_Type 2,0
TMD15063,Meal Plan 1,0,Room_Type 1,1
TMD15064,Not Selected,0,Room_Type 1,0
TMD15065,Meal Plan 2,0,Room_Type 1,0
TMD15066,Meal Plan 1,0,Room_Type 1,0
TMD15067,Not Selected,0,Room_Type 1,1
TMD15068,Meal Plan 1,0,Room_Type 1,0
TMD15069,Meal Plan 1,0,Room_Type 1,1
TMD15070,Meal Plan 2,0,Room_Type 1,0
TMD15071,Meal Plan 1,0,Room_Type 1,0
TMD15072,Meal Plan 1,0,Room_Type 1,0
TMD15073,Meal Plan 2,0,Room_Type 1,0
TMD15074,Not Selected,0,Room_Type 1,1
TMD15075,Not Selected,0,Room_Type 1,0
TMD15076,Meal Plan 1,0,Room_Type 2,1
TMD15077,Meal Plan 2,0,Room_Type 1,0
TMD15078,Meal Plan 1,0,Room_Type 1,2
TMD15079,Meal Plan 1,0,Room_Type 4,1
TMD15080,Meal Plan 1,1,Room_Type 4,2
TMD15081,Meal Plan 1,0,Room_Type 4,1
TMD15082,Meal Plan 1,0,Room_Type 1,1
TMD15083,Meal Plan 1,0,Room_Type 1,2
TMD15084,Meal Plan 1,0,Room_Type 1,2
TMD15085,Meal Plan 1,0,Room_Type 1,0
TMD15086,Meal Plan 2,0,Room_Type 1,0
TMD15087,Meal Plan 1,0,Room_Type 1,0
TMD15088,Not Selected,0,Room_Type 1,2
TMD15089,Not Selected,0,Room_Type 1,1
TMD15090,Meal Plan 2,0,Room_Type 1,0
TMD15091,Meal Plan 1,0,Room_Type 1,0
TMD15092,Meal Plan 2,0,Room_Type 1,0
TMD15093,Not Selected,0,Room_Type 1,1
TMD15094,Meal Plan 1,0,Room_Type 1,0
TMD15095,Meal Plan 1,0,Room_Type 1,0
TMD15096,Meal Plan 1,0,Room_Type 4,0
TMD15097,Meal Plan 1,0,Room_Type 1,0
TMD15098,Meal Plan 1,0,Room_Type 4,1
TMD15099,Not Selected,0,Room_Type 1,3
TMD15100,Meal Plan 1,0,Room_Type 1,1
TMD15101,Meal Plan 1,0,Room_Type 4,0
TMD15102,Meal Plan 1,0,Room_Type 1,0
TMD15103,Meal Plan 1,0,Room_Type 1,1
TMD15104,Meal Plan 1,0,Room_Type 1,1
TMD15105,Not Selected,0,Room_Type 1,1
TMD15106,Meal Plan 1,0,Room_Type 1,0
TMD15107,Meal Plan 1,0,Room_Type 1,0
TMD15108,Meal Plan 1,0,Room_Type 4,1
TMD15109,Meal Plan 2,0,Room_Type 1,0
TMD15110,Meal Plan 1,0,Room_Type 1,0
TMD15111,Meal Plan 1,0,Room_Type 1,1
TMD15112,Meal Plan 1,0,Room_Type 4,0
TMD15113,Meal Plan 1,0,Room_Type 4,3
TMD15114,Meal Plan 1,0,Room_Type 1,1
TMD15115,Meal Plan 1,0,Room_Type 1,2
TMD15116,Not Selected,0,Room_Type 1,2
TMD15117,Meal Plan 1,0,Room_Type 4,2
TMD15118,Meal Plan 1,0,Room_Type 1,0
TMD15119,Not Selected,0,Room_Type 1,0
TMD15120,Meal Plan 1,0,Room_Type 1,0
TMD15121,Meal Plan 2,0,Room_Type 1,0
TMD15122,Meal Plan 1,0,Room_Type 4,0
TMD15123,Meal Plan 1,0,Room_Type 4,1
TMD15124,Not Selected,0,Room_Type 1,0
TMD15125,Meal Plan 1,0,Room_Type 1,0
TMD15126,Not Selected,0,Room_Type 1,1
TMD15127,Meal Plan 1,0,Room_Type 1,1
TMD15128,Meal Plan 1,0,Room_Type 1,0
TMD15129,Meal Plan 1,0,Room_Type 1,0
TMD15130,Meal Plan 1,1,Room_Type 4,0
TMD15131,Meal Plan 1,1,Room_Type 1,2
TMD15132,Not Selected,0,Room_Type 1,1
TMD15133,Meal Plan 1,0,Room_Type 1,0
TMD15134,Meal Plan 2,0,Room_Type 6,0
TMD15135,Meal Plan 1,0,Room_Type 1,2
TMD15136,Meal Plan 1,0,Room_Type 1,0
TMD15137,Meal Plan 1,0,Room_Type 4,1
TMD15138,Meal Plan 1,0,Room_Type 1,0
TMD15139,Meal Plan 1,0,Room_Type 4,2
TMD15140,Meal Plan 1,0,Room_Type 1,0
TMD15141,Meal Plan 1,0,Room_Type 4,0
TMD15142,Meal Plan 1,0,Room_Type 1,1
TMD15143,Meal Plan 1,0,Room_Type 1,1
TMD15144,Meal Plan 1,0,Room_Type 1,1
TMD15145,Meal Plan 2,0,Room_Type 1,0
TMD15146,Meal Plan 1,0,Room_Type 1,0
TMD15147,Meal Plan 1,0,Room_Type 1,0
TMD15148,Meal Plan 1,0,Room_Type 4,0
TMD15149,Meal Plan 1,0,Room_Type 1,0
TMD15150,Meal Plan 1,0,Room_Type 4,1
TMD15151,Meal Plan 1,0,Room_Type 4,0
TMD15152,Meal Plan 1,0,Room_Type 1,0
TMD15153,Meal Plan 1,0,Room_Type 1,0
TMD15154,Meal Plan 1,0,Room_Type 1,0
TMD15155,Meal Plan 1,0,Room_Type 1,1
TMD15156,Meal Plan 1,0,Room_Type 1,3
TMD15157,Meal Plan 2,0,Room_Type 1,1
TMD15158,Not Selected,0,Room_Type 1,1
TMD15159,Meal Plan 1,0,Room_Type 1,1
TMD15160,Meal Plan 1,0,Room_Type 1,0
TMD15161,Not Selected,0,Room_Type 1,1
TMD15162,Not Selected,0,Room_Type 1,1
TMD15163,Meal Plan 1,0,Room_Type 1,1
TMD15164,Meal Plan 1,0,Room_Type 1,0
TMD15165,Meal Plan 1,0,Room_Type 1,0
TMD15166,Meal Plan 2,0,Room_Type 1,0
TMD15167,Meal Plan 2,0,Room_Type 1,0
TMD15168,Meal Plan 1,0,Room_Type 1,1
TMD15169,Meal Plan 1,0,Room_Type 1,0
TMD15170,Meal Plan 1,0,Room_Type 4,0
TMD15171,Meal Plan 1,0,Room_Type 1,0
TMD15172,Meal Plan 1,1,Room_Type 2,1
TMD15173,Not Selected,0,Room_Type 1,0
TMD15174,Meal Plan 2,0,Room_Type 1,2
TMD15175,Not Selected,0,Room_Type 1,2
TMD15176,Meal Plan 2,0,Room_Type 1,1
TMD15177,Meal Plan 1,0,Room_Type 1,0
TMD15178,Meal Plan 1,0,Room_Type 1,1
TMD15179,Meal Plan 1,0,Room_Type 1,0
TMD15180,Meal Plan 1,0,Room_Type 1,2
TMD15181,Not Selected,0,Room_Type 1,0
TMD15182,Meal Plan 1,0,Room_Type 1,0
TMD15183,Meal Plan 1,0,Room_Type 1,0
TMD15184,Meal Plan 1,0,Room_Type 1,2
TMD15185,Meal Plan 2,0,Room_Type 1,1
TMD15186,Meal Plan 2,0,Room_Type 1,0
TMD15187,Meal Plan 2,0,Room_Type 1,0
TMD15188,Meal Plan 1,0,Room_Type 1,0
TMD15189,Meal Plan 1,0,Room_Type 1,0
TMD15190,Meal Plan 1,0,Room_Type 1,0
TMD15191,Meal Plan 1,0,Room_Type 1,2
TMD15192,Meal Plan 1,1,Room_Type 7,1
TMD15193,Meal Plan 1,0,Room_Type 4,1
TMD15194,Meal Plan 2,0,Room_Type 1,0
TMD15195,Meal Plan 1,0,Room_Type 2,1
TMD15196,Meal Plan 1,0,Room_Type 4,0
TMD15197,Not Selected,0,Room_Type 1,0
TMD15198,Meal Plan 1,0,Room_Type 1,1
TMD15199,Meal Plan 1,0,Room_Type 1,0
TMD15200,Meal Plan 1,0,Room_Type 1,0
TMD15201,Meal Plan 1,0,Room_Type 6,2
TMD15202,Meal Plan 1,0,Room_Type 1,0
TMD15203,Meal Plan 1,0,Room_Type 4,3
TMD15204,Meal Plan 1,0,Room_Type 4,0
TMD15205,Meal Plan 1,0,Room_Type 1,0
TMD15206,Meal Plan 1,0,Room_Type 1,0
TMD15207,Meal Plan 1,0,Room_Type 4,2
TMD15208,Meal Plan 1,0,Room_Type 1,1
TMD15209,Meal Plan 2,0,Room_Type 1,0
TMD15210,Meal Plan 1,0,Room_Type 4,2
TMD15211,Meal Plan 1,0,Room_Type 1,1
TMD15212,Meal Plan 1,0,Room_Type 1,0
TMD15213,Meal Plan 1,0,Room_Type 1,0
TMD15214,Meal Plan 1,0,Room_Type 4,1
TMD15215,Not Selected,0,Room_Type 1,1
TMD15216,Meal Plan 1,0,Room_Type 1,1
TMD15217,Meal Plan 2,0,Room_Type 1,0
TMD15218,Meal Plan 2,0,Room_Type 1,0
TMD15219,Meal Plan 1,0,Room_Type 1,1
TMD15220,Not Selected,0,Room_Type 1,0
TMD15221,Meal Plan 1,0,Room_Type 5,2
TMD15222,Meal Plan 1,0,Room_Type 1,1
TMD15223,Meal Plan 1,0,Room_Type 1,1
TMD15224,Meal Plan 1,0,Room_Type 1,0
TMD15225,Meal Plan 1,0,Room_Type 1,1
TMD15226,Not Selected,0,Room_Type 1,1
TMD15227,Meal Plan 1,0,Room_Type 1,1
TMD15228,Meal Plan 1,0,Room_Type 1,1
TMD15229,Not Selected,0,Room_Type 1,1
TMD15230,Meal Plan 1,0,Room_Type 4,1
TMD15231,Meal Plan 2,0,Room_Type 1,0
TMD15232,Meal Plan 1,0,Room_Type 1,0
TMD15233,Meal Plan 1,0,Room_Type 1,0
TMD15234,Meal Plan 1,0,Room_Type 5,0
TMD15235,Not Selected,0,Room_Type 1,1
TMD15236,Meal Plan 2,0,Room_Type 1,0
TMD15237,Not Selected,0,Room_Type 1,1
TMD15238,Meal Plan 1,0,Room_Type 1,0
TMD15239,Meal Plan 1,1,Room_Type 1,1
TMD15240,Meal Plan 1,0,Room_Type 4,0
TMD15241,Meal Plan 1,0,Room_Type 4,0
TMD15242,Meal Plan 1,0,Room_Type 1,1
TMD15243,Meal Plan 1,0,Room_Type 7,2
TMD15244,Meal Plan 1,0,Room_Type 1,0
TMD15245,Meal Plan 1,0,Room_Type 5,2
TMD15246,Meal Plan 1,0,Room_Type 1,0
TMD15247,Meal Plan 1,1,Room_Type 6,1
TMD15248,Meal Plan 1,0,Room_Type 1,0
TMD15249,Meal Plan 1,0,Room_Type 1,0
TMD15250,Meal Plan 2,0,Room_Type 1,0
TMD15251,Meal Plan 1,0,Room_Type 1,2
TMD15252,Meal Plan 1,0,Room_Type 1,1
TMD15253,Meal Plan 1,0,Room_Type 1,0
TMD15254,Meal Plan 1,0,Room_Type 1,0
TMD15255,Not Selected,0,Room_Type 1,1
TMD15256,Meal Plan 2,0,Room_Type 1,1
TMD15257,Meal Plan 1,0,Room_Type 1,0
TMD15258,Meal Plan 1,0,Room_Type 1,0
TMD15259,Meal Plan 1,0,Room_Type 4,2
TMD15260,Meal Plan 1,0,Room_Type 1,0
TMD15261,Not Selected,1,Room_Type 1,1
TMD15262,Meal Plan 1,0,Room_Type 1,2
TMD15263,Meal Plan 1,0,Room_Type 1,0
TMD15264,Meal Plan 1,0,Room_Type 1,0
TMD15265,Meal Plan 1,0,Room_Type 4,1
TMD15266,Meal Plan 1,0,Room_Type 1,0
TMD15267,Meal Plan 1,0,Room_Type 4,2
TMD15268,Meal Plan 1,0,Room_Type 1,0
TMD15269,Meal Plan 1,0,Room_Type 1,2
TMD15270,Not Selected,0,Room_Type 1,2
TMD15271,Meal Plan 2,0,Room_Type 1,0
TMD15272,Meal Plan 1,0,Room_Type 1,0
TMD15273,Meal Plan 1,0,Room_Type 1,0
TMD15274,Meal Plan 1,1,Room_Type 1,1
TMD15275,Meal Plan 1,0,Room_Type 1,0
TMD15276,Meal Plan 1,0,Room_Type 4,0
TMD15277,Meal Plan 1,0,Room_Type 1,0
TMD15278,Meal Plan 1,0,Room_Type 1,0
TMD15279,Meal Plan 1,0,Room_Type 1,0
TMD15280,Meal Plan 1,0,Room_Type 1,0
TMD15281,Meal Plan 1,0,Room_Type 1,2
TMD15282,Not Selected,0,Room_Type 1,1
TMD15283,Meal Plan 1,0,Room_Type 1,0
TMD15284,Not Selected,0,Room_Type 1,2
TMD15285,Meal Plan 1,0,Room_Type 1,2
TMD15286,Meal Plan 1,0,Room_Type 1,2
TMD15287,Meal Plan 1,0,Room_Type 1,0
TMD15288,Meal Plan 1,0,Room_Type 1,0
TMD15289,Meal Plan 1,0,Room_Type 1,0
TMD15290,Meal Plan 1,0,Room_Type 1,1
TMD15291,Meal Plan 2,0,Room_Type 1,0
TMD15292,Not Selected,0,Room_Type 1,0
TMD15293,Meal Plan 1,0,Room_Type 1,0
TMD15294,Meal Plan 1,0,Room_Type 6,2
TMD15295,Meal Plan 1,0,Room_Type 1,0
