booking_id,customer_id,full_date,year,month,date,weekend_nights,week_nights,duration,avg_euros_per_night
TMD23515,INN23515,2018-08-14,2018,8,14,2,3,5,115.25
TMD23516,INN23516,2018-03-19,2018,3,19,2,1,3,116
TMD23517,INN23517,2018-05-05,2018,5,5,0,2,2,105.3
TMD23518,INN23518,2018-02-21,2018,2,21,2,3,5,65.75
TMD23519,INN23519,2018-07-23,2018,7,23,1,1,2,187
TMD23520,INN23520,2018-08-08,2018,8,8,2,5,7,85
TMD23521,INN23521,2018-12-28,2018,12,28,0,4,4,125.8
TMD23522,INN23522,2018-07-04,2018,7,4,2,5,7,94.11
TMD23523,INN23523,2018-03-23,2018,3,23,0,4,4,65.42
TMD23524,INN23524,2018-10-16,2018,10,16,2,3,5,95
TMD23525,INN23525,2018-06-06,2018,6,6,1,1,2,115
TMD23526,INN23526,2018-10-09,2018,10,9,1,0,1,108
TMD23527,INN23527,2018-04-13,2018,4,13,0,1,1,182
TMD23528,INN23528,2017-10-23,2017,10,23,2,2,4,94.5
TMD23529,INN23529,2018-11-18,2018,11,18,1,2,3,93.6
TMD23530,INN23530,2018-07-21,2018,7,21,1,3,4,123.3
TMD23531,INN23531,2018-01-14,2018,1,14,0,3,3,52
TMD23532,INN23532,2017-11-18,2017,11,18,0,4,4,60
TMD23533,INN23533,2018-01-07,2018,1,7,0,3,3,89
TMD23534,INN23534,2017-12-30,2017,12,30,2,4,6,84.67
TMD23535,INN23535,2017-12-11,2017,12,11,0,1,1,94
TMD23536,INN23536,2017-07-21,2017,7,21,0,2,2,55.08
TMD23537,INN23537,2017-10-18,2017,10,18,2,3,5,105
TMD23538,INN23538,2018-04-07,2018,4,7,2,3,5,90.95
TMD23539,INN23539,2018-09-04,2018,9,4,2,3,5,119.16
TMD23540,INN23540,2018-08-28,2018,8,28,1,0,1,109.8
TMD23541,INN23541,2018-12-03,2018,12,3,1,1,2,98
TMD23542,INN23542,2018-11-27,2018,11,27,2,3,5,138.6
TMD23543,INN23543,2018-08-24,2018,8,24,0,3,3,227.15
TMD23544,INN23544,2017-12-11,2017,12,11,0,2,2,116
TMD23545,INN23545,2018-09-24,2018,9,24,2,1,3,126.9
TMD23546,INN23546,2018-08-05,2018,8,5,0,1,1,126.9
TMD23547,INN23547,2018-11-10,2018,11,10,0,1,1,120
TMD23548,INN23548,2018-08-02,2018,8,2,2,5,7,103.09
TMD23549,INN23549,2017-08-24,2017,8,24,1,3,4,90
TMD23550,INN23550,2018-06-26,2018,6,26,1,0,1,96.3
TMD23551,INN23551,2018-06-29,2018,6,29,0,3,3,132.33
TMD23552,INN23552,2018-10-03,2018,10,3,1,3,4,100
TMD23553,INN23553,2018-11-06,2018,11,6,2,2,4,140.63
TMD23554,INN23554,2018-02-28,2018,2,28,2,1,3,60
TMD23555,INN23555,2018-08-18,2018,8,18,0,2,2,90
TMD23556,INN23556,2018-09-10,2018,9,10,2,6,8,149.4
TMD23557,INN23557,2018-08-06,2018,8,6,0,1,1,240
TMD23558,INN23558,2018-11-16,2018,11,16,0,3,3,120
TMD23559,INN23559,2018-01-17,2018,1,17,2,0,2,77.25
TMD23560,INN23560,2018-06-04,2018,6,4,1,1,2,62.8
TMD23561,INN23561,2017-09-30,2017,9,30,0,1,1,112.2
TMD23562,INN23562,2018-07-30,2018,7,30,2,3,5,103.7
TMD23563,INN23563,2018-03-05,2018,3,5,1,1,2,86
TMD23564,INN23564,2018-02-17,2018,2,17,0,3,3,75
TMD23565,INN23565,2017-09-23,2017,9,23,0,2,2,119.97
TMD23566,INN23566,2018-10-12,2018,10,12,0,3,3,110
TMD23567,INN23567,2018-01-28,2018,1,28,0,1,1,66
TMD23568,INN23568,2018-06-14,2018,6,14,0,3,3,120
TMD23569,INN23569,2017-09-18,2017,9,18,0,2,2,109
TMD23570,INN23570,2018-04-10,2018,4,10,2,1,3,118.8
TMD23571,INN23571,2018-10-06,2018,10,6,0,3,3,132.3
TMD23572,INN23572,2018-12-04,2018,12,4,2,0,2,114
TMD23573,INN23573,2018-02-12,2018,2,12,0,1,1,79
TMD23574,INN23574,2018-06-14,2018,6,14,0,3,3,120
TMD23575,INN23575,2018-03-19,2018,3,19,2,5,7,41.43
TMD23576,INN23576,2018-06-26,2018,6,26,2,1,3,77.29
TMD23577,INN23577,2018-02-19,2018,2,19,1,2,3,93
TMD23578,INN23578,2018-08-18,2018,8,18,0,3,3,112
TMD23579,INN23579,2017-10-31,2017,10,31,0,1,1,139.5
TMD23580,INN23580,2017-09-06,2017,9,6,2,3,5,91.73
TMD23581,INN23581,2017-09-29,2017,9,29,0,2,2,85
TMD23582,INN23582,2018-06-02,2018,6,2,0,3,3,89.27
TMD23583,INN23583,2017-09-23,2017,9,23,0,3,3,224.67
TMD23584,INN23584,2018-09-19,2018,9,19,1,2,3,110
TMD23585,INN23585,2018-01-22,2018,1,22,0,2,2,108
TMD23586,INN23586,2018-11-14,2018,11,14,1,2,3,75
TMD23587,INN23587,2018-04-19,2018,4,19,0,1,1,89
TMD23588,INN23588,2018-03-31,2018,3,31,0,1,1,127.82
TMD23589,INN23589,2018-08-21,2018,8,21,2,1,3,139
TMD23590,INN23590,2018-07-09,2018,7,9,0,1,1,152.1
TMD23591,INN23591,2018-03-28,2018,3,28,1,3,4,109
TMD23592,INN23592,2018-10-30,2018,10,30,2,0,2,105
TMD23593,INN23593,2018-11-04,2018,11,4,1,2,3,90
TMD23594,INN23594,2017-10-15,2017,10,15,0,1,1,0
TMD23595,INN23595,2018-05-17,2018,5,17,0,2,2,130
TMD23596,INN23596,2018-08-26,2018,8,26,2,3,5,90.95
TMD23597,INN23597,2018-02-23,2018,2,23,0,4,4,111
TMD23598,INN23598,2018-04-01,2018,4,1,1,2,3,163.67
TMD23599,INN23599,2018-09-07,2018,9,7,0,1,1,149
TMD23600,INN23600,2018-03-21,2018,3,21,1,0,1,89
TMD23601,INN23601,2018-05-04,2018,5,4,0,2,2,65
TMD23602,INN23602,2018-05-13,2018,5,13,2,2,4,113.05
TMD23603,INN23603,2018-09-19,2018,9,19,1,2,3,110
TMD23604,INN23604,2018-07-02,2018,7,2,1,1,2,132
TMD23605,INN23605,2018-04-07,2018,4,7,1,3,4,90.95
TMD23606,INN23606,2018-08-15,2018,8,15,1,1,2,152.1
TMD23607,INN23607,2017-11-10,2017,11,10,0,4,4,42
TMD23608,INN23608,2018-10-16,2018,10,16,2,3,5,70.44
TMD23609,INN23609,2018-09-13,2018,9,13,0,2,2,115
TMD23610,INN23610,2017-10-09,2017,10,9,2,2,4,72.75
TMD23611,INN23611,2018-10-06,2018,10,6,0,1,1,139
TMD23612,INN23612,2018-12-05,2018,12,5,1,1,2,79.2
TMD23613,INN23613,2018-01-08,2018,1,8,0,0,0,0
TMD23614,INN23614,2018-07-07,2018,7,7,2,3,5,146.7
TMD23615,INN23615,2018-12-08,2018,12,8,0,3,3,104
TMD23616,INN23616,2018-03-27,2018,3,27,2,1,3,194.33
TMD23617,INN23617,2017-08-14,2017,8,14,0,2,2,101.5
TMD23618,INN23618,2018-10-13,2018,10,13,0,3,3,80
TMD23619,INN23619,2017-08-09,2017,8,9,2,1,3,76.5
TMD23620,INN23620,2018-10-25,2018,10,25,0,2,2,85.5
TMD23621,INN23621,2017-11-08,2017,11,8,2,3,5,60
TMD23622,INN23622,2018-03-03,2018,3,3,1,3,4,83.9
TMD23623,INN23623,2018-06-12,2018,6,12,2,0,2,94.35
TMD23624,INN23624,2018-08-19,2018,8,19,2,3,5,78
TMD23625,INN23625,2018-04-19,2018,4,19,0,1,1,89
TMD23626,INN23626,2018-07-02,2018,7,2,2,2,4,150.3
TMD23627,INN23627,2018-07-14,2018,7,14,0,2,2,177.3
TMD23628,INN23628,2017-08-14,2017,8,14,0,2,2,87
TMD23629,INN23629,2018-10-13,2018,10,13,0,3,3,80
TMD23630,INN23630,2018-07-24,2018,7,24,2,4,6,99.45
TMD23631,INN23631,2018-09-11,2018,9,11,1,0,1,126.9
TMD23632,INN23632,2018-05-09,2018,5,9,1,3,4,102.75
TMD23633,INN23633,2018-07-02,2018,7,2,2,4,6,72.75
TMD23634,INN23634,2018-12-06,2018,12,6,0,2,2,72.38
TMD23635,INN23635,2018-03-04,2018,3,4,0,2,2,60
TMD23636,INN23636,2018-08-21,2018,8,21,3,5,8,105.9
TMD23637,INN23637,2017-10-15,2017,10,15,0,3,3,104.11
TMD23638,INN23638,2018-12-01,2018,12,1,0,2,2,96
TMD23639,INN23639,2017-12-09,2017,12,9,0,1,1,79
TMD23640,INN23640,2018-04-30,2018,4,30,2,5,7,104.21
TMD23641,INN23641,2018-10-03,2018,10,3,1,0,1,95
TMD23642,INN23642,2018-12-03,2018,12,3,0,1,1,111
TMD23643,INN23643,2017-08-14,2017,8,14,0,2,2,109
TMD23644,INN23644,2018-07-13,2018,7,13,2,5,7,114.75
TMD23645,INN23645,2018-05-12,2018,5,12,1,3,4,76.5
TMD23646,INN23646,2018-04-10,2018,4,10,2,5,7,127.97
TMD23647,INN23647,2018-04-16,2018,4,16,2,1,3,127.67
TMD23648,INN23648,2017-09-16,2017,9,16,0,2,2,94.5
TMD23649,INN23649,2018-08-08,2018,8,8,1,1,2,160
TMD23650,INN23650,2018-06-28,2018,6,28,0,3,3,76.5
TMD23651,INN23651,2018-04-25,2018,4,25,1,2,3,131
TMD23652,INN23652,2018-08-06,2018,8,6,2,3,5,82.45
TMD23653,INN23653,2018-03-18,2018,3,18,1,2,3,63.58
TMD23654,INN23654,2018-12-30,2018,12,30,0,1,1,146
TMD23655,INN23655,2018-05-13,2018,5,13,1,2,3,121.5
TMD23656,INN23656,2018-03-13,2018,3,13,2,1,3,115
TMD23657,INN23657,2018-09-19,2018,9,19,1,2,3,144
TMD23658,INN23658,2018-06-30,2018,6,30,0,3,3,151
TMD23659,INN23659,2018-11-24,2018,11,24,0,1,1,95
TMD23660,INN23660,2018-05-13,2018,5,13,1,2,3,101
TMD23661,INN23661,2018-03-19,2018,3,19,2,1,3,55.8
TMD23662,INN23662,2018-07-31,2018,7,31,2,0,2,149.4
TMD23663,INN23663,2017-08-22,2017,8,22,2,1,3,94.5
TMD23664,INN23664,2018-04-25,2018,4,25,1,0,1,65
TMD23665,INN23665,2018-04-08,2018,4,8,2,3,5,78
TMD23666,INN23666,2018-09-13,2018,9,13,0,1,1,184
TMD23667,INN23667,2018-09-01,2018,9,1,0,3,3,109.8
TMD23668,INN23668,2018-06-12,2018,6,12,2,1,3,102.33
TMD23669,INN23669,2018-12-09,2018,12,9,0,2,2,75
TMD23670,INN23670,2018-03-14,2018,3,14,1,4,5,82
TMD23671,INN23671,2018-02-13,2018,2,13,0,1,1,69.52
TMD23672,INN23672,2018-12-03,2018,12,3,2,2,4,89.89
TMD23673,INN23673,2018-07-23,2018,7,23,0,1,1,101.18
TMD23674,INN23674,2018-05-09,2018,5,9,1,4,5,150.45
TMD23675,INN23675,2018-08-31,2018,8,31,0,1,1,99.2
TMD23676,INN23676,2017-10-05,2017,10,5,1,4,5,107
TMD23677,INN23677,2018-12-03,2018,12,3,0,1,1,190
TMD23678,INN23678,2018-11-15,2018,11,15,1,5,6,96.9
TMD23679,INN23679,2018-04-02,2018,4,2,2,3,5,92.65
TMD23680,INN23680,2018-01-19,2018,1,19,0,1,1,80
TMD23681,INN23681,2017-12-04,2017,12,4,1,2,3,74.33
TMD23682,INN23682,2018-04-09,2018,4,9,1,1,2,65
TMD23683,INN23683,2018-03-24,2018,3,24,0,3,3,117.6
TMD23684,INN23684,2018-12-28,2018,12,28,0,1,1,185
TMD23685,INN23685,2018-05-11,2018,5,11,0,4,4,95
TMD23686,INN23686,2018-06-06,2018,6,6,1,2,3,110
TMD23687,INN23687,2018-10-09,2018,10,9,2,2,4,75.23
TMD23688,INN23688,2018-02-09,2018,2,9,0,2,2,57.83
TMD23689,INN23689,2018-12-16,2018,12,16,1,2,3,79.2
TMD23690,INN23690,2018-12-19,2018,12,19,1,3,4,67
TMD23691,INN23691,2017-09-09,2017,9,9,2,4,6,88
TMD23692,INN23692,2018-04-19,2018,4,19,0,1,1,95
TMD23693,INN23693,2017-11-14,2017,11,14,1,1,2,87
TMD23694,INN23694,2018-08-08,2018,8,8,1,2,3,103.5
TMD23695,INN23695,2017-08-16,2017,8,16,1,0,1,76.5
TMD23696,INN23696,2018-06-23,2018,6,23,0,1,1,97
TMD23697,INN23697,2018-02-03,2018,2,3,0,4,4,86
TMD23698,INN23698,2018-01-25,2018,1,25,1,0,1,0
TMD23699,INN23699,2018-04-11,2018,4,11,1,2,3,76.5
TMD23700,INN23700,2018-09-18,2018,9,18,2,2,4,85.5
TMD23701,INN23701,2018-05-17,2018,5,17,0,3,3,159.3
TMD23702,INN23702,2017-10-15,2017,10,15,0,2,2,100
TMD23703,INN23703,2018-05-07,2018,5,7,0,1,1,104.49
TMD23704,INN23704,2018-06-24,2018,6,24,1,2,3,90
TMD23705,INN23705,2018-06-10,2018,6,10,1,2,3,126.9
TMD23706,INN23706,2017-09-30,2017,9,30,0,2,2,113.4
TMD23707,INN23707,2018-07-23,2018,7,23,2,3,5,94.5
TMD23708,INN23708,2018-10-21,2018,10,21,0,2,2,110
TMD23709,INN23709,2017-08-02,2017,8,2,1,0,1,0
TMD23710,INN23710,2018-04-26,2018,4,26,4,10,14,86.21
TMD23711,INN23711,2018-09-19,2018,9,19,1,3,4,181.79
TMD23712,INN23712,2018-12-10,2018,12,10,0,1,1,0
TMD23713,INN23713,2017-11-06,2017,11,6,0,2,2,75
TMD23714,INN23714,2018-04-07,2018,4,7,0,1,1,92.8
TMD23715,INN23715,2018-12-27,2018,12,27,1,5,6,110.78
TMD23716,INN23716,2018-04-28,2018,4,28,0,1,1,169
TMD23717,INN23717,2018-07-02,2018,7,2,1,1,2,107.1
TMD23718,INN23718,2018-11-19,2018,11,19,2,1,3,68
TMD23719,INN23719,2018-11-10,2018,11,10,0,2,2,9
TMD23720,INN23720,2018-11-27,2018,11,27,2,3,5,66.71
TMD23721,INN23721,2018-09-08,2018,9,8,0,3,3,70
TMD23722,INN23722,2018-04-22,2018,4,22,1,2,3,85
TMD23723,INN23723,2018-03-10,2018,3,10,1,3,4,67.15
TMD23724,INN23724,2017-09-09,2017,9,9,0,2,2,90
TMD23725,INN23725,2018-11-20,2018,11,20,2,1,3,63
TMD23726,INN23726,2017-09-25,2017,9,25,2,3,5,130.9
TMD23727,INN23727,2018-01-30,2018,1,30,2,3,5,130
TMD23728,INN23728,2018-04-07,2018,4,7,2,5,7,75.89
TMD23729,INN23729,2018-08-17,2018,8,17,0,3,3,72.25
TMD23730,INN23730,2018-04-22,2018,4,22,1,2,3,85
TMD23731,INN23731,2018-10-30,2018,10,30,1,0,1,99
TMD23732,INN23732,2018-10-25,2018,10,25,0,1,1,120
TMD23733,INN23733,2018-12-05,2018,12,5,1,2,3,88
TMD23734,INN23734,2018-11-06,2018,11,6,2,2,4,71.4
TMD23735,INN23735,2018-08-25,2018,8,25,0,3,3,121.5
TMD23736,INN23736,2018-03-11,2018,3,11,0,2,2,67.5
TMD23737,INN23737,2018-05-08,2018,5,8,2,0,2,147
TMD23738,INN23738,2018-04-23,2018,4,23,2,1,3,95
TMD23739,INN23739,2018-05-13,2018,5,13,1,2,3,101
TMD23740,INN23740,2018-12-15,2018,12,15,0,2,2,75
TMD23741,INN23741,2018-12-05,2018,12,5,1,3,4,75
TMD23742,INN23742,2018-06-29,2018,6,29,0,3,3,85.5
TMD23743,INN23743,2018-06-28,2018,6,28,0,3,3,96.3
TMD23744,INN23744,2018-09-04,2018,9,4,2,0,2,116.1
TMD23745,INN23745,2018-06-06,2018,6,6,1,2,3,110
TMD23746,INN23746,2018-08-07,2018,8,7,1,0,1,128
TMD23747,INN23747,2018-08-31,2018,8,31,0,2,2,103.69
TMD23748,INN23748,2018-01-05,2018,1,5,0,3,3,60
TMD23749,INN23749,2018-10-01,2018,10,1,1,1,2,95.4
TMD23750,INN23750,2018-09-13,2018,9,13,0,2,2,115
TMD23751,INN23751,2018-04-25,2018,4,25,1,4,5,80.75
TMD23752,INN23752,2018-09-02,2018,9,2,0,2,2,123.3
TMD23753,INN23753,2018-02-11,2018,2,11,0,3,3,64.22
TMD23754,INN23754,2018-12-03,2018,12,3,2,1,3,78.3
TMD23755,INN23755,2018-04-12,2018,4,12,0,1,1,99.9
TMD23756,INN23756,2017-07-18,2017,7,18,2,1,3,94.5
TMD23757,INN23757,2017-07-01,2017,7,1,0,2,2,80
TMD23758,INN23758,2018-08-31,2018,8,31,0,3,3,94.5
TMD23759,INN23759,2018-07-12,2018,7,12,0,1,1,79
TMD23760,INN23760,2018-05-01,2018,5,1,2,2,4,133.95
TMD23761,INN23761,2018-06-20,2018,6,20,1,1,2,126.9
TMD23762,INN23762,2018-11-01,2018,11,1,0,3,3,110
TMD23763,INN23763,2017-12-24,2017,12,24,0,1,1,69.53
TMD23764,INN23764,2018-04-08,2018,4,8,1,2,3,76.5
TMD23765,INN23765,2018-11-14,2018,11,14,1,4,5,88.4
TMD23766,INN23766,2017-09-18,2017,9,18,2,2,4,85.5
TMD23767,INN23767,2017-12-04,2017,12,4,0,2,2,55
TMD23768,INN23768,2018-10-12,2018,10,12,0,2,2,119.07
TMD23769,INN23769,2018-09-01,2018,9,1,0,3,3,123.3
TMD23770,INN23770,2018-04-23,2018,4,23,2,3,5,105.48
TMD23771,INN23771,2018-07-18,2018,7,18,3,6,9,119.28
TMD23772,INN23772,2018-02-27,2018,2,27,2,2,4,65.66
TMD23773,INN23773,2018-08-05,2018,8,5,1,2,3,104.64
TMD23774,INN23774,2018-03-22,2018,3,22,0,1,1,101
TMD23775,INN23775,2018-11-07,2018,11,7,1,3,4,220
TMD23776,INN23776,2018-09-01,2018,9,1,2,6,8,123.98
TMD23777,INN23777,2017-12-30,2017,12,30,0,4,4,85
TMD23778,INN23778,2018-01-16,2018,1,16,0,1,1,89
TMD23779,INN23779,2018-03-13,2018,3,13,2,2,4,59.37
TMD23780,INN23780,2018-02-15,2018,2,15,1,4,5,46.4
TMD23781,INN23781,2018-07-13,2018,7,13,0,1,1,106.03
TMD23782,INN23782,2018-11-28,2018,11,28,1,0,1,77
TMD23783,INN23783,2018-08-09,2018,8,9,0,5,5,84.25
TMD23784,INN23784,2018-07-30,2018,7,30,1,1,2,166
TMD23785,INN23785,2018-02-12,2018,2,12,1,2,3,138
TMD23786,INN23786,2018-05-31,2018,5,31,0,3,3,100
TMD23787,INN23787,2018-06-20,2018,6,20,1,3,4,110.7
TMD23788,INN23788,2018-09-25,2018,9,25,2,1,3,180
TMD23789,INN23789,2018-06-18,2018,6,18,0,1,1,114.48
TMD23790,INN23790,2018-07-23,2018,7,23,1,1,2,85.5
TMD23791,INN23791,2018-09-13,2018,9,13,0,3,3,184
TMD23792,INN23792,2018-10-04,2018,10,4,0,3,3,101.05
TMD23793,INN23793,2018-01-14,2018,1,14,0,2,2,73.9
TMD23794,INN23794,2018-05-20,2018,5,20,1,2,3,158.33
TMD23795,INN23795,2018-04-17,2018,4,17,1,0,1,95
TMD23796,INN23796,2018-12-01,2018,12,1,2,3,5,104
TMD23797,INN23797,2018-09-30,2018,9,30,1,2,3,95
TMD23798,INN23798,2018-04-26,2018,4,26,0,4,4,85.5
TMD23799,INN23799,2018-05-14,2018,5,14,0,1,1,95
TMD23800,INN23800,2018-09-04,2018,9,4,2,1,3,76.5
TMD23801,INN23801,2018-07-02,2018,7,2,0,1,1,185.03
TMD23802,INN23802,2018-03-17,2018,3,17,0,1,1,76.5
TMD23803,INN23803,2018-08-17,2018,8,17,0,1,1,164.25
TMD23804,INN23804,2018-05-22,2018,5,22,2,3,5,112.03
TMD23805,INN23805,2018-07-23,2018,7,23,2,5,7,99.45
TMD23806,INN23806,2018-03-22,2018,3,22,0,2,2,69.7
TMD23807,INN23807,2018-05-03,2018,5,3,0,2,2,94.5
TMD23808,INN23808,2018-01-23,2018,1,23,0,1,1,80.3
TMD23809,INN23809,2018-11-12,2018,11,12,2,3,5,92.65
TMD23810,INN23810,2018-06-08,2018,6,8,0,1,1,97.71
TMD23811,INN23811,2018-12-14,2018,12,14,0,2,2,67
TMD23812,INN23812,2017-10-19,2017,10,19,1,3,4,72.36
TMD23813,INN23813,2018-11-07,2018,11,7,1,3,4,174.15
TMD23814,INN23814,2018-02-19,2018,2,19,0,2,2,72.9
TMD23815,INN23815,2017-10-20,2017,10,20,0,2,2,75
TMD23816,INN23816,2018-10-03,2018,10,3,1,0,1,65
TMD23817,INN23817,2018-08-01,2018,8,1,2,5,7,72.25
TMD23818,INN23818,2018-10-28,2018,10,28,2,3,5,107.1
TMD23819,INN23819,2018-08-13,2018,8,13,4,6,10,81.6
TMD23820,INN23820,2018-03-21,2018,3,21,1,3,4,125.8
TMD23821,INN23821,2018-07-04,2018,7,4,1,2,3,91.48
TMD23822,INN23822,2017-09-24,2017,9,24,0,2,2,87.5
TMD23823,INN23823,2018-07-25,2018,7,25,1,3,4,178
TMD23824,INN23824,2017-07-25,2017,7,25,1,1,2,76.5
TMD23825,INN23825,2018-09-05,2018,9,5,1,2,3,168.3
TMD23826,INN23826,2018-02-18,2018,2,18,0,3,3,86
TMD23827,INN23827,2018-05-12,2018,5,12,1,3,4,109.65
TMD23828,INN23828,2018-12-02,2018,12,2,0,2,2,85
TMD23829,INN23829,2018-09-05,2018,9,5,1,0,1,99
TMD23830,INN23830,2017-09-09,2017,9,9,2,4,6,88
TMD23831,INN23831,2018-12-28,2018,12,28,0,4,4,115.6
TMD23832,INN23832,2018-06-26,2018,6,26,1,0,1,96.3
TMD23833,INN23833,2017-09-05,2017,9,5,0,1,1,98.25
TMD23834,INN23834,2018-12-22,2018,12,22,1,3,4,88.4
TMD23835,INN23835,2018-11-01,2018,11,1,0,4,4,85
TMD23836,INN23836,2018-06-15,2018,6,15,0,2,2,130
TMD23837,INN23837,2018-10-25,2018,10,25,0,4,4,90.95
TMD23838,INN23838,2018-01-27,2018,1,27,0,2,2,81
TMD23839,INN23839,2018-08-26,2018,8,26,0,2,2,96.3
TMD23840,INN23840,2018-04-03,2018,4,3,2,4,6,95.2
TMD23841,INN23841,2018-09-12,2018,9,12,1,0,1,108
TMD23842,INN23842,2018-10-25,2018,10,25,0,3,3,85
TMD23843,INN23843,2017-12-05,2017,12,5,2,1,3,95.4
TMD23844,INN23844,2018-07-04,2018,7,4,1,1,2,137.7
TMD23845,INN23845,2018-06-15,2018,6,15,0,2,2,141
TMD23846,INN23846,2018-05-05,2018,5,5,0,3,3,112
TMD23847,INN23847,2018-10-04,2018,10,4,1,5,6,80
TMD23848,INN23848,2018-04-21,2018,4,21,0,1,1,67
TMD23849,INN23849,2017-09-29,2017,9,29,0,2,2,65
TMD23850,INN23850,2018-06-22,2018,6,22,0,2,2,90
TMD23851,INN23851,2017-08-19,2017,8,19,0,4,4,76.5
TMD23852,INN23852,2018-06-24,2018,6,24,0,2,2,115
TMD23853,INN23853,2018-11-19,2018,11,19,1,1,2,86.4
TMD23854,INN23854,2018-12-17,2018,12,17,2,2,4,93.6
TMD23855,INN23855,2018-11-14,2018,11,14,1,2,3,67.76
TMD23856,INN23856,2018-07-01,2018,7,1,2,6,8,113.69
TMD23857,INN23857,2018-12-05,2018,12,5,1,0,1,96
TMD23858,INN23858,2018-08-05,2018,8,5,0,2,2,166
TMD23859,INN23859,2018-10-29,2018,10,29,2,2,4,75
TMD23860,INN23860,2017-11-14,2017,11,14,0,1,1,79
TMD23861,INN23861,2018-06-08,2018,6,8,0,1,1,120
TMD23862,INN23862,2018-05-06,2018,5,6,1,2,3,159.3
TMD23863,INN23863,2018-03-25,2018,3,25,1,2,3,130
TMD23864,INN23864,2018-11-23,2018,11,23,0,1,1,86.4
TMD23865,INN23865,2018-12-09,2018,12,9,0,1,1,111
TMD23866,INN23866,2017-10-20,2017,10,20,0,1,1,130
TMD23867,INN23867,2018-12-25,2018,12,25,2,2,4,196.35
TMD23868,INN23868,2018-05-29,2018,5,29,2,1,3,116.1
TMD23869,INN23869,2017-08-21,2017,8,21,2,5,7,85.57
TMD23870,INN23870,2017-08-21,2017,8,21,1,2,3,153
TMD23871,INN23871,2018-03-09,2018,3,9,0,4,4,100.7
TMD23872,INN23872,2018-09-13,2018,9,13,0,2,2,231
TMD23873,INN23873,2018-04-19,2018,4,19,0,3,3,118.8
TMD23874,INN23874,2018-12-12,2018,12,12,1,0,1,77
TMD23875,INN23875,2018-04-30,2018,4,30,1,1,2,89.75
TMD23876,INN23876,2018-07-28,2018,7,28,2,5,7,140.27
TMD23877,INN23877,2018-12-01,2018,12,1,1,3,4,73.95
TMD23878,INN23878,2018-07-15,2018,7,15,2,3,5,99.45
TMD23879,INN23879,2018-12-16,2018,12,16,0,2,2,104
TMD23880,INN23880,2018-04-19,2018,4,19,0,4,4,95
TMD23881,INN23881,2018-04-30,2018,4,30,2,1,3,77.03
TMD23882,INN23882,2018-06-30,2018,6,30,1,3,4,90.95
TMD23883,INN23883,2018-06-10,2018,6,10,2,3,5,116.62
TMD23884,INN23884,2018-02-06,2018,2,6,2,2,4,67.5
TMD23885,INN23885,2017-08-22,2017,8,22,2,1,3,94.5
TMD23886,INN23886,2017-07-17,2017,7,17,0,2,2,87
TMD23887,INN23887,2018-06-19,2018,6,19,2,1,3,129
TMD23888,INN23888,2017-09-14,2017,9,14,1,2,3,90
TMD23889,INN23889,2018-08-18,2018,8,18,0,2,2,152.1
TMD23890,INN23890,2018-08-12,2018,8,12,1,2,3,85
TMD23891,INN23891,2018-09-12,2018,9,12,1,4,5,80.75
TMD23892,INN23892,2017-11-20,2017,11,20,0,2,2,85
TMD23893,INN23893,2018-11-11,2018,11,11,0,2,2,88
TMD23894,INN23894,2018-10-23,2018,10,23,2,0,2,115
TMD23895,INN23895,2018-06-05,2018,6,5,2,2,4,100
TMD23896,INN23896,2018-09-20,2018,9,20,1,5,6,135.9
TMD23897,INN23897,2018-10-05,2018,10,5,1,4,5,90
TMD23898,INN23898,2018-09-12,2018,9,12,1,0,1,108
TMD23899,INN23899,2018-02-20,2018,2,20,0,1,1,79
TMD23900,INN23900,2018-05-10,2018,5,10,0,3,3,121.5
TMD23901,INN23901,2017-09-11,2017,9,11,2,5,7,113.79
TMD23902,INN23902,2018-10-30,2018,10,30,2,0,2,99
TMD23903,INN23903,2018-06-27,2018,6,27,1,2,3,129.87
TMD23904,INN23904,2018-03-27,2018,3,27,2,1,3,86
TMD23905,INN23905,2018-06-13,2018,6,13,1,2,3,108.33
TMD23906,INN23906,2018-07-20,2018,7,20,2,5,7,106.13
TMD23907,INN23907,2017-10-16,2017,10,16,0,2,2,109
TMD23908,INN23908,2018-09-30,2018,9,30,1,2,3,106.2
TMD23909,INN23909,2018-11-16,2018,11,16,0,1,1,114
TMD23910,INN23910,2018-07-02,2018,7,2,2,1,3,96.3
TMD23911,INN23911,2018-04-13,2018,4,13,0,1,1,119
TMD23912,INN23912,2018-03-26,2018,3,26,1,1,2,62.8
TMD23913,INN23913,2018-03-14,2018,3,14,1,4,5,91
TMD23914,INN23914,2017-08-12,2017,8,12,0,4,4,76.5
TMD23915,INN23915,2018-03-14,2018,3,14,1,2,3,80
TMD23916,INN23916,2017-09-22,2017,9,22,0,1,1,0
TMD23917,INN23917,2018-05-09,2018,5,9,1,2,3,126.9
TMD23918,INN23918,2018-04-06,2018,4,6,0,1,1,104
TMD23919,INN23919,2018-12-30,2018,12,30,1,2,3,161.67
TMD23920,INN23920,2018-02-08,2018,2,8,1,2,3,48.67
TMD23921,INN23921,2018-02-17,2018,2,17,0,3,3,75
TMD23922,INN23922,2018-06-02,2018,6,2,1,3,4,140.9
TMD23923,INN23923,2018-03-05,2018,3,5,2,5,7,57
