ID,n_adults,n_children,marital_status,lead_time,market_segment,repeated_guest,previous_cancellations,previous_bookings_not_canceled,status
INN19043,2,0,Single,36,Online,0,0,0,Not_Canceled
INN19044,1,0,Single,253,Online,0,0,0,Not_Canceled
INN19045,1,0,Single,60,Offline,0,0,0,Not_Canceled
INN19046,2,0,Single,19,Online,0,0,0,Canceled
INN19047,2,0,Single,118,Online,0,0,0,Not_Canceled
INN19048,2,0,Single,146,Offline,0,0,0,Not_Canceled
INN19049,3,0,Single,116,Online,0,0,0,Canceled
INN19050,2,0,Single,35,Offline,0,0,0,Not_Canceled
INN19051,2,0,Single,323,Offline,0,0,0,Not_Canceled
INN19052,2,0,Single,106,Online,0,0,0,Not_Canceled
INN19053,1,0,Single,361,Online,0,0,0,Not_Canceled
INN19054,1,0,Single,335,Offline,0,0,0,Not_Canceled
INN19055,1,0,Single,1,Corporate,0,0,0,Not_Canceled
INN19056,1,0,Single,10,Online,0,0,0,Not_Canceled
INN19057,2,0,Single,106,Offline,0,0,0,Not_Canceled
INN19058,2,0,Single,57,Online,0,0,0,Not_Canceled
INN19059,2,0,Single,39,Offline,0,0,0,Not_Canceled
INN19060,2,0,Single,267,Offline,0,0,0,Canceled
INN19061,2,0,Single,26,Offline,0,0,0,Not_Canceled
INN19062,2,0,Single,82,Online,0,0,0,Not_Canceled
INN19063,2,2,In relation,63,Online,0,0,0,Not_Canceled
INN19064,1,0,Single,8,Corporate,0,0,0,Not_Canceled
INN19065,2,0,Single,37,Offline,0,0,0,Canceled
INN19066,2,0,Single,61,Offline,0,0,0,Not_Canceled
INN19067,2,1,In relation,60,Online,0,0,0,Canceled
INN19068,2,0,Single,273,Offline,0,0,0,Not_Canceled
INN19069,2,0,Single,308,Offline,0,0,0,Not_Canceled
INN19070,1,0,Single,10,Offline,0,0,0,Not_Canceled
INN19071,2,0,Single,123,Online,0,0,0,Not_Canceled
INN19072,2,0,Single,35,Online,0,0,0,Not_Canceled
INN19073,1,0,Single,7,Offline,0,0,0,Canceled
INN19074,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN19075,2,0,Single,90,Offline,0,0,0,Not_Canceled
INN19076,1,0,Single,125,Offline,0,0,0,Not_Canceled
INN19077,3,0,Single,32,Online,0,0,0,Not_Canceled
INN19078,2,0,Single,144,Online,0,0,0,Not_Canceled
INN19079,2,0,Single,418,Offline,0,0,0,Not_Canceled
INN19080,2,0,Single,162,Online,0,0,0,Not_Canceled
INN19081,1,0,Single,245,Offline,0,0,0,Not_Canceled
INN19082,2,0,Single,49,Offline,0,0,0,Not_Canceled
INN19083,3,0,Single,36,Online,0,0,0,Not_Canceled
INN19084,1,0,Single,16,Corporate,0,0,0,Not_Canceled
INN19085,3,0,Single,109,Online,0,0,0,Not_Canceled
INN19086,2,0,Single,290,Online,0,0,0,Not_Canceled
INN19087,2,0,Single,180,Online,0,0,0,Not_Canceled
INN19088,2,0,Single,36,Complementary,0,0,0,Not_Canceled
INN19089,2,0,Single,204,Offline,0,0,0,Not_Canceled
INN19090,2,0,Single,82,Online,0,0,0,Canceled
INN19091,2,1,In relation,56,Offline,0,0,0,Canceled
INN19092,2,2,In relation,72,Online,0,0,0,Not_Canceled
INN19093,2,0,Single,1,Online,0,0,0,Not_Canceled
INN19094,1,0,Single,103,Offline,0,0,0,Not_Canceled
INN19095,0,2,In relation,71,Online,0,0,0,Not_Canceled
INN19096,1,0,Single,192,Offline,0,0,0,Not_Canceled
INN19097,2,2,In relation,1,Online,0,0,0,Not_Canceled
INN19098,2,0,Single,86,Offline,0,0,0,Canceled
INN19099,2,0,Single,14,Offline,0,0,0,Not_Canceled
INN19100,1,0,Single,335,Offline,0,0,0,Not_Canceled
INN19101,2,0,Single,8,Online,0,0,0,Canceled
INN19102,2,0,Single,63,Online,0,0,0,Not_Canceled
INN19103,2,0,Single,20,Online,0,0,0,Not_Canceled
INN19104,1,0,Single,52,Online,0,0,0,Canceled
INN19105,2,0,Single,11,Online,0,0,0,Canceled
INN19106,2,0,Single,158,Online,0,0,0,Not_Canceled
INN19107,2,0,Single,15,Online,0,0,0,Not_Canceled
INN19108,2,0,Single,127,Online,0,0,0,Canceled
INN19109,1,0,Single,181,Offline,0,0,0,Not_Canceled
INN19110,3,0,Single,114,Online,0,0,0,Not_Canceled
INN19111,2,0,Single,119,Online,0,0,0,Canceled
INN19112,2,0,Single,92,Online,0,0,0,Not_Canceled
INN19113,2,0,Single,47,Online,0,0,0,Canceled
INN19114,2,0,Single,145,Online,0,0,0,Not_Canceled
INN19115,2,2,In relation,28,Online,0,0,0,Not_Canceled
INN19116,2,0,Single,132,Offline,0,0,0,Not_Canceled
INN19117,2,0,Single,44,Offline,0,0,0,Not_Canceled
INN19118,2,0,Single,125,Online,0,0,0,Not_Canceled
INN19119,2,0,Single,12,Corporate,0,0,0,Not_Canceled
INN19120,2,0,Single,98,Online,0,0,0,Canceled
INN19121,2,1,In relation,111,Offline,0,0,0,Not_Canceled
INN19122,2,2,In relation,52,Online,0,0,0,Not_Canceled
INN19123,1,0,Single,2,Online,0,0,0,Not_Canceled
INN19124,2,0,Single,142,Online,0,0,0,Not_Canceled
INN19125,2,0,Single,67,Offline,0,0,0,Not_Canceled
INN19126,2,0,Single,209,Online,0,0,0,Not_Canceled
INN19127,2,0,Single,53,Online,0,0,0,Not_Canceled
INN19128,1,0,Single,0,Offline,0,0,0,Canceled
INN19129,1,0,Single,102,Offline,0,0,0,Not_Canceled
INN19130,1,0,Single,327,Online,0,0,0,Not_Canceled
INN19131,2,0,Single,69,Offline,0,0,0,Not_Canceled
INN19132,3,0,Single,88,Online,0,0,0,Not_Canceled
INN19133,2,0,Single,1,Online,0,0,0,Not_Canceled
INN19134,1,0,Single,74,Online,0,0,0,Not_Canceled
INN19135,2,0,Single,133,Offline,0,0,0,Not_Canceled
INN19136,2,0,Single,265,Offline,0,0,0,Canceled
INN19137,3,0,Single,153,Online,0,0,0,Canceled
INN19138,3,0,Single,117,Online,0,0,0,Not_Canceled
INN19139,1,0,Single,335,Offline,0,0,0,Canceled
INN19140,2,1,In relation,61,Offline,0,0,0,Canceled
INN19141,1,0,Single,164,Offline,0,0,0,Canceled
INN19142,1,0,Single,443,Offline,0,0,0,Not_Canceled
INN19143,2,0,Single,0,Complementary,0,0,0,Not_Canceled
INN19144,1,0,Single,253,Online,0,0,0,Not_Canceled
INN19145,2,0,Single,67,Online,0,0,0,Not_Canceled
INN19146,2,2,In relation,20,Online,0,0,0,Not_Canceled
INN19147,1,0,Single,164,Offline,0,0,0,Not_Canceled
INN19148,2,2,In relation,117,Online,0,0,0,Not_Canceled
INN19149,2,0,Single,15,Online,0,0,0,Canceled
INN19150,2,0,Single,18,Online,0,0,0,Not_Canceled
INN19151,1,0,Single,3,Corporate,0,0,0,Canceled
INN19152,2,2,In relation,134,Online,0,0,0,Not_Canceled
INN19153,2,0,Single,320,Offline,0,0,0,Canceled
INN19154,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19155,2,0,Single,24,Offline,0,0,0,Canceled
INN19156,2,0,Single,252,Online,0,0,0,Not_Canceled
INN19157,1,0,Single,151,Offline,0,0,0,Canceled
INN19158,2,2,In relation,5,Online,0,0,0,Not_Canceled
INN19159,2,0,Single,4,Offline,0,0,0,Not_Canceled
INN19160,2,0,Single,68,Offline,0,0,0,Canceled
INN19161,3,0,Single,209,Online,0,0,0,Canceled
INN19162,2,0,Single,7,Offline,0,0,0,Not_Canceled
INN19163,2,0,Single,2,Online,0,0,0,Canceled
INN19164,3,0,Single,97,Online,0,0,0,Not_Canceled
INN19165,2,0,Single,88,Offline,0,0,0,Not_Canceled
INN19166,2,1,In relation,90,Online,0,0,0,Canceled
INN19167,2,0,Single,30,Offline,0,0,0,Not_Canceled
INN19168,2,1,In relation,99,Online,0,0,0,Not_Canceled
INN19169,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19170,1,0,Single,236,Online,0,0,0,Canceled
INN19171,2,0,Single,64,Offline,0,0,0,Canceled
INN19172,2,0,Single,35,Online,0,0,0,Not_Canceled
INN19173,2,0,Single,443,Offline,0,0,0,Not_Canceled
INN19174,3,0,Single,176,Online,0,0,0,Not_Canceled
INN19175,1,0,Single,113,Corporate,0,0,0,Not_Canceled
INN19176,2,0,Single,153,Online,0,0,0,Canceled
INN19177,1,0,Single,150,Offline,0,0,0,Canceled
INN19178,2,0,Single,99,Online,0,0,0,Not_Canceled
INN19179,2,0,Single,146,Offline,0,0,0,Canceled
INN19180,1,0,Single,182,Offline,0,0,0,Canceled
INN19181,2,0,Single,63,Online,0,0,0,Not_Canceled
INN19182,2,0,Single,19,Online,0,0,0,Canceled
INN19183,1,0,Single,5,Corporate,0,0,0,Not_Canceled
INN19184,2,0,Single,75,Offline,0,0,0,Canceled
INN19185,2,0,Single,5,Complementary,0,0,0,Canceled
INN19186,2,0,Single,224,Online,0,0,0,Not_Canceled
INN19187,2,0,Single,0,Corporate,0,0,0,Canceled
INN19188,2,0,Single,120,Online,0,0,0,Not_Canceled
INN19189,2,1,In relation,44,Online,0,0,0,Not_Canceled
INN19190,2,0,Single,224,Online,0,0,0,Canceled
INN19191,2,0,Single,93,Corporate,0,0,0,Not_Canceled
INN19192,2,0,Single,11,Online,0,0,0,Not_Canceled
INN19193,2,0,Single,143,Online,0,0,0,Not_Canceled
INN19194,2,0,Single,59,Online,0,0,0,Not_Canceled
INN19195,2,0,Single,92,Online,0,0,0,Not_Canceled
INN19196,2,0,Single,76,Offline,0,0,0,Not_Canceled
INN19197,1,0,Single,10,Online,0,0,0,Not_Canceled
INN19198,2,0,Single,174,Offline,0,0,0,Canceled
INN19199,1,0,Single,1,Corporate,0,0,0,Canceled
INN19200,2,0,Single,16,Online,0,0,0,Not_Canceled
INN19201,1,0,Single,1,Offline,0,0,0,Not_Canceled
INN19202,2,0,Single,250,Offline,0,0,0,Not_Canceled
INN19203,2,0,Single,315,Offline,0,0,0,Not_Canceled
INN19204,2,0,Single,41,Online,0,0,0,Not_Canceled
INN19205,2,0,Single,110,Offline,0,0,0,Not_Canceled
INN19206,2,1,In relation,1,Online,0,0,0,Not_Canceled
INN19207,1,0,Single,180,Online,0,0,0,Not_Canceled
INN19208,2,0,Single,211,Online,0,0,0,Not_Canceled
INN19209,2,0,Single,56,Offline,0,0,0,Not_Canceled
INN19210,2,0,Single,145,Offline,0,0,0,Not_Canceled
INN19211,2,0,Single,22,Offline,0,0,0,Canceled
INN19212,1,0,Single,82,Online,0,0,0,Not_Canceled
INN19213,2,1,In relation,172,Online,0,0,0,Not_Canceled
INN19214,2,0,Single,70,Online,0,0,0,Canceled
INN19215,2,0,Single,95,Offline,0,0,0,Not_Canceled
INN19216,2,0,Single,215,Online,0,0,0,Not_Canceled
INN19217,2,0,Single,57,Offline,0,0,0,Not_Canceled
INN19218,2,0,Single,104,Online,0,0,0,Not_Canceled
INN19219,2,0,Single,41,Online,0,0,0,Not_Canceled
INN19220,1,0,Single,37,Offline,0,0,0,Canceled
INN19221,2,1,In relation,49,Online,0,0,0,Canceled
INN19222,2,0,Single,93,Online,0,0,0,Canceled
INN19223,2,0,Single,130,Online,0,0,0,Not_Canceled
INN19224,1,0,Single,69,Offline,0,0,0,Not_Canceled
INN19225,1,0,Single,116,Offline,0,0,0,Not_Canceled
INN19226,2,1,In relation,54,Offline,0,0,0,Canceled
INN19227,2,0,Single,8,Online,0,0,0,Not_Canceled
INN19228,2,0,Single,8,Online,0,0,0,Not_Canceled
INN19229,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19230,2,0,Single,54,Online,0,0,0,Not_Canceled
INN19231,2,0,Single,18,Online,0,0,0,Not_Canceled
INN19232,2,0,Single,18,Online,0,0,0,Not_Canceled
INN19233,2,0,Single,80,Offline,0,0,0,Not_Canceled
INN19234,3,0,Single,52,Online,0,0,0,Not_Canceled
INN19235,2,0,Single,159,Online,0,0,0,Not_Canceled
INN19236,2,0,Single,101,Offline,0,0,0,Canceled
INN19237,1,0,Single,59,Online,0,0,0,Not_Canceled
INN19238,0,2,In relation,9,Online,0,0,0,Not_Canceled
INN19239,3,0,Single,67,Online,0,0,0,Not_Canceled
INN19240,3,0,Single,9,Online,0,0,0,Not_Canceled
INN19241,2,0,Single,6,Online,0,0,0,Canceled
INN19242,1,0,Single,245,Offline,0,0,0,Not_Canceled
INN19243,1,0,Single,31,Offline,0,0,0,Not_Canceled
INN19244,2,1,In relation,103,Online,0,0,0,Not_Canceled
INN19245,2,0,Single,39,Online,0,0,0,Not_Canceled
INN19246,2,1,In relation,311,Online,0,0,0,Not_Canceled
INN19247,2,0,Single,5,Online,0,0,0,Not_Canceled
INN19248,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19249,2,0,Single,310,Online,0,0,0,Canceled
INN19250,2,0,Single,257,Offline,0,0,0,Not_Canceled
INN19251,2,0,Single,23,Online,0,0,0,Canceled
INN19252,2,0,Single,8,Offline,0,0,0,Not_Canceled
INN19253,2,0,Single,35,Online,0,0,0,Not_Canceled
INN19254,1,0,Single,377,Offline,0,0,0,Not_Canceled
INN19255,1,0,Single,37,Online,0,0,0,Not_Canceled
INN19256,2,0,Single,36,Offline,0,0,0,Not_Canceled
INN19257,2,0,Single,218,Online,0,0,0,Not_Canceled
INN19258,2,0,Single,273,Offline,0,0,0,Not_Canceled
INN19259,2,0,Single,56,Offline,0,0,0,Not_Canceled
INN19260,2,0,Single,197,Online,0,0,0,Not_Canceled
INN19261,2,2,In relation,228,Online,0,0,0,Not_Canceled
INN19262,1,0,Single,188,Offline,0,0,0,Not_Canceled
INN19263,2,0,Single,305,Offline,0,0,0,Canceled
INN19264,1,0,Single,14,Online,0,0,0,Not_Canceled
INN19265,1,0,Single,103,Offline,0,0,0,Not_Canceled
INN19266,2,0,Single,220,Offline,0,0,0,Not_Canceled
INN19267,2,0,Single,24,Online,0,0,0,Canceled
INN19268,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19269,2,0,Single,53,Online,0,0,0,Canceled
INN19270,2,0,Single,92,Offline,0,0,0,Not_Canceled
INN19271,2,0,Single,44,Offline,0,0,0,Canceled
INN19272,2,0,Single,101,Online,0,0,0,Not_Canceled
INN19273,2,0,Single,79,Online,0,0,0,Not_Canceled
INN19274,2,0,Single,160,Online,0,0,0,Not_Canceled
INN19275,2,0,Single,118,Online,0,0,0,Canceled
INN19276,2,0,Single,30,Online,0,0,0,Not_Canceled
INN19277,2,0,Single,323,Offline,0,0,0,Not_Canceled
INN19278,2,0,Single,183,Online,0,0,0,Not_Canceled
INN19279,2,0,Single,40,Online,0,0,0,Canceled
INN19280,2,0,Single,111,Online,0,0,0,Not_Canceled
INN19281,2,0,Single,47,Online,0,0,0,Not_Canceled
INN19282,2,0,Single,153,Online,0,0,0,Canceled
INN19283,2,0,Single,20,Online,0,0,0,Canceled
INN19284,1,0,Single,188,Offline,0,0,0,Not_Canceled
INN19285,2,0,Single,53,Online,0,0,0,Not_Canceled
INN19286,2,0,Single,124,Offline,0,0,0,Not_Canceled
INN19287,2,0,Single,38,Online,0,0,0,Canceled
INN19288,2,0,Single,82,Online,0,0,0,Not_Canceled
INN19289,2,0,Single,233,Online,0,0,0,Not_Canceled
INN19290,1,0,Single,66,Online,0,0,0,Not_Canceled
INN19291,2,0,Single,39,Offline,0,0,0,Canceled
INN19292,2,0,Single,107,Online,0,0,0,Not_Canceled
INN19293,3,0,Single,71,Complementary,0,0,0,Not_Canceled
INN19294,2,0,Single,112,Online,0,0,0,Not_Canceled
INN19295,1,0,Single,180,Offline,0,0,0,Not_Canceled
INN23095,2,0,Single,1,Online,1,1,0,Not_Canceled
INN19297,1,0,Single,116,Offline,0,0,0,Not_Canceled
INN19298,2,0,Single,5,Online,0,0,0,Canceled
INN19299,2,0,Single,3,Online,0,0,0,Not_Canceled
INN19300,2,0,Single,204,Offline,0,0,0,Not_Canceled
INN19301,2,2,In relation,125,Online,0,0,0,Not_Canceled
INN19302,1,0,Single,37,Offline,0,0,0,Not_Canceled
INN19303,2,0,Single,105,Offline,0,0,0,Not_Canceled
INN19304,3,0,Single,38,Online,0,0,0,Canceled
INN19305,2,1,In relation,91,Online,0,0,0,Canceled
INN19306,2,1,In relation,119,Online,0,0,0,Not_Canceled
INN19307,2,2,In relation,22,Online,0,0,0,Canceled
INN19308,1,0,Single,99,Corporate,0,0,0,Not_Canceled
INN19309,2,0,Single,1,Online,0,0,0,Not_Canceled
INN19310,2,0,Single,39,Offline,0,0,0,Not_Canceled
INN19311,2,0,Single,345,Online,0,0,0,Not_Canceled
INN19312,2,0,Single,93,Online,0,0,0,Not_Canceled
INN19313,2,0,Single,163,Online,0,0,0,Canceled
INN19314,2,0,Single,87,Offline,0,0,0,Canceled
INN19315,2,0,Single,96,Offline,0,0,0,Not_Canceled
INN19316,2,0,Single,110,Offline,0,0,0,Canceled
INN19317,2,0,Single,31,Online,0,0,0,Not_Canceled
INN19318,2,1,In relation,132,Online,0,0,0,Not_Canceled
INN19319,2,1,In relation,31,Online,0,0,0,Not_Canceled
INN19320,1,0,Single,102,Offline,0,0,0,Not_Canceled
INN19321,2,0,Single,1,Offline,0,0,0,Canceled
INN19322,1,0,Single,69,Offline,0,0,0,Not_Canceled
INN19323,2,0,Single,67,Online,0,0,0,Canceled
INN19324,2,0,Single,187,Offline,0,0,0,Canceled
INN19325,1,0,Single,0,Corporate,0,0,0,Canceled
INN19326,2,0,Single,9,Online,0,0,0,Not_Canceled
INN19327,2,0,Single,252,Online,0,0,0,Not_Canceled
INN19328,1,0,Single,37,Offline,0,0,0,Not_Canceled
INN19329,2,1,In relation,184,Online,0,0,0,Canceled
INN19330,2,0,Single,169,Offline,0,0,0,Not_Canceled
INN19331,2,0,Single,5,Corporate,0,0,0,Canceled
INN19332,1,0,Single,103,Offline,0,0,0,Not_Canceled
INN23241,1,0,Single,1,Online,1,1,9,Not_Canceled
INN19334,2,0,Single,28,Online,0,0,0,Canceled
INN19335,2,1,In relation,0,Online,0,0,0,Not_Canceled
INN19336,2,0,Single,11,Online,0,0,0,Not_Canceled
INN19337,2,0,Single,213,Offline,0,0,0,Not_Canceled
INN19338,1,0,Single,150,Offline,0,0,0,Not_Canceled
INN19339,1,0,Single,0,Offline,0,0,0,Canceled
INN19340,1,0,Single,9,Online,0,0,0,Not_Canceled
INN19341,2,0,Single,74,Offline,0,0,0,Not_Canceled
INN19342,2,0,Single,180,Offline,0,0,0,Canceled
INN19343,2,0,Single,22,Online,0,0,0,Not_Canceled
INN19344,1,0,Single,89,Online,0,0,0,Canceled
INN19345,2,0,Single,51,Offline,0,0,0,Canceled
INN19346,2,0,Single,79,Offline,0,0,0,Not_Canceled
INN19347,1,0,Single,349,Offline,0,0,0,Not_Canceled
INN19348,2,0,Single,213,Offline,0,0,0,Not_Canceled
INN19349,2,1,In relation,37,Online,0,0,0,Not_Canceled
INN19350,3,0,Single,155,Online,0,0,0,Not_Canceled
INN19351,3,0,Single,92,Online,0,0,0,Canceled
INN19352,2,0,Single,88,Online,0,0,0,Not_Canceled
INN19353,1,0,Single,123,Online,0,0,0,Canceled
INN19354,2,0,Single,72,Offline,0,0,0,Canceled
INN19355,2,0,Single,1,Online,0,0,0,Canceled
INN19356,2,0,Single,24,Online,0,0,0,Not_Canceled
INN19357,3,1,In relation,70,Offline,0,0,0,Not_Canceled
INN19358,2,0,Single,280,Offline,0,0,0,Canceled
INN19359,2,0,Single,119,Online,0,0,0,Not_Canceled
INN19360,2,0,Single,190,Offline,0,0,0,Not_Canceled
INN19361,2,0,Single,146,Online,0,0,0,Canceled
INN19362,3,0,Single,171,Online,0,0,0,Not_Canceled
INN19363,2,0,Single,129,Offline,0,0,0,Canceled
INN19364,2,1,In relation,84,Online,0,0,0,Not_Canceled
INN19365,2,0,Single,5,Online,0,0,0,Not_Canceled
INN19366,2,0,Single,113,Online,0,0,0,Not_Canceled
INN19367,2,0,Single,37,Offline,0,0,0,Not_Canceled
INN19368,2,0,Single,213,Offline,0,0,0,Not_Canceled
INN19369,2,1,In relation,0,Online,0,0,0,Not_Canceled
INN19370,2,1,In relation,123,Online,0,0,0,Canceled
INN19371,2,0,Single,102,Offline,0,0,0,Not_Canceled
INN19372,3,0,Single,160,Online,0,0,0,Canceled
INN19373,1,0,Single,34,Online,0,0,0,Not_Canceled
INN19374,2,0,Single,130,Online,0,0,0,Not_Canceled
INN19375,2,0,Single,17,Online,0,0,0,Not_Canceled
INN19376,2,0,Single,377,Offline,0,0,0,Not_Canceled
INN19377,2,0,Single,10,Online,0,0,0,Not_Canceled
INN19378,2,0,Single,286,Offline,0,0,0,Not_Canceled
INN19379,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19380,1,0,Single,2,Corporate,0,0,0,Not_Canceled
INN19381,1,0,Single,219,Offline,0,0,0,Canceled
INN19382,2,0,Single,32,Online,0,0,0,Not_Canceled
INN19383,2,0,Single,5,Online,0,0,0,Canceled
INN19384,2,0,Single,245,Offline,0,0,0,Canceled
INN19385,2,0,Single,71,Offline,0,0,0,Canceled
INN19386,1,0,Single,80,Online,0,0,0,Not_Canceled
INN19387,2,0,Single,88,Online,0,0,0,Canceled
INN19388,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19389,2,0,Single,92,Offline,0,0,0,Canceled
INN19390,2,0,Single,96,Online,0,0,0,Not_Canceled
INN19391,2,0,Single,13,Offline,0,0,0,Canceled
INN19392,2,0,Single,138,Offline,0,0,0,Not_Canceled
INN19393,2,0,Single,21,Online,0,0,0,Canceled
INN19394,2,0,Single,47,Online,0,0,0,Canceled
INN19395,1,0,Single,8,Online,0,0,0,Canceled
INN19396,2,0,Single,1,Online,0,0,0,Not_Canceled
INN19397,2,0,Single,221,Offline,0,0,0,Not_Canceled
INN19398,2,0,Single,248,Online,0,0,0,Canceled
INN19399,1,0,Single,75,Online,0,0,0,Not_Canceled
INN19400,2,0,Single,63,Online,0,0,0,Canceled
INN19401,2,0,Single,65,Online,0,0,0,Not_Canceled
INN19402,2,0,Single,77,Offline,0,0,0,Not_Canceled
INN19403,2,1,In relation,3,Online,0,0,0,Canceled
INN19404,2,0,Single,19,Offline,0,0,0,Not_Canceled
INN19405,2,0,Single,80,Online,0,0,0,Not_Canceled
INN19406,2,0,Single,189,Online,0,0,0,Not_Canceled
INN19407,1,0,Single,192,Offline,0,0,0,Not_Canceled
INN19408,2,0,Single,61,Online,0,0,0,Canceled
INN19409,2,0,Single,11,Online,0,0,0,Not_Canceled
INN19410,2,0,Single,151,Offline,0,0,0,Not_Canceled
INN19411,2,0,Single,7,Online,0,0,0,Canceled
INN19412,1,0,Single,19,Offline,0,0,0,Not_Canceled
INN19413,2,1,In relation,84,Online,0,0,0,Not_Canceled
INN19414,2,0,Single,19,Corporate,0,0,0,Not_Canceled
INN19415,2,0,Single,69,Online,0,0,0,Not_Canceled
INN19416,2,0,Single,88,Offline,0,0,0,Canceled
INN19417,2,0,Single,12,Offline,0,0,0,Canceled
INN19418,2,0,Single,24,Online,0,0,0,Not_Canceled
INN19419,1,0,Single,74,Offline,0,0,0,Canceled
INN19420,2,0,Single,11,Online,0,0,0,Not_Canceled
INN19421,1,0,Single,4,Online,0,0,0,Not_Canceled
INN19422,1,0,Single,188,Offline,0,0,0,Not_Canceled
INN19423,3,0,Single,119,Online,0,0,0,Not_Canceled
INN19424,2,0,Single,117,Online,0,0,0,Not_Canceled
INN19425,2,0,Single,105,Offline,0,0,0,Not_Canceled
INN19426,1,0,Single,2,Corporate,0,0,0,Canceled
INN19427,2,0,Single,35,Online,0,0,0,Not_Canceled
INN19428,2,0,Single,84,Online,0,0,0,Not_Canceled
INN19429,1,0,Single,8,Online,0,0,0,Canceled
INN19430,2,1,In relation,171,Online,0,0,0,Canceled
INN19431,2,0,Single,37,Offline,0,0,0,Not_Canceled
INN19432,2,0,Single,129,Online,0,0,0,Not_Canceled
INN19433,1,0,Single,8,Offline,0,0,0,Not_Canceled
INN19434,1,0,Single,377,Offline,0,0,0,Not_Canceled
INN19435,2,0,Single,49,Online,0,0,0,Canceled
INN19436,2,2,In relation,10,Online,0,0,0,Canceled
INN19437,1,0,Single,69,Offline,0,0,0,Not_Canceled
INN19438,2,2,In relation,67,Online,0,0,0,Canceled
INN19439,2,0,Single,23,Online,0,0,0,Not_Canceled
INN19440,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19441,2,0,Single,78,Offline,0,0,0,Not_Canceled
INN19442,3,0,Single,5,Online,0,0,0,Not_Canceled
INN19443,2,2,In relation,0,Online,0,0,0,Not_Canceled
INN19444,2,0,Single,144,Online,0,0,0,Not_Canceled
INN19445,2,0,Single,52,Online,0,0,0,Not_Canceled
INN19446,2,0,Single,13,Online,0,0,0,Not_Canceled
INN19447,2,0,Single,35,Online,0,0,0,Not_Canceled
INN19448,3,0,Single,133,Online,0,0,0,Not_Canceled
INN19449,2,0,Single,7,Online,0,0,0,Canceled
INN19450,2,1,In relation,3,Offline,0,0,0,Not_Canceled
INN19451,2,0,Single,93,Online,0,0,0,Not_Canceled
INN19452,2,0,Single,34,Offline,0,0,0,Not_Canceled
INN19453,2,0,Single,195,Online,0,0,0,Not_Canceled
INN19454,2,0,Single,103,Online,0,0,0,Not_Canceled
INN19455,2,0,Single,73,Offline,0,0,0,Not_Canceled
INN00160,2,0,Single,0,Online,1,0,4,Not_Canceled
INN19457,1,0,Single,6,Online,0,0,0,Not_Canceled
INN19458,3,0,Single,97,Online,0,0,0,Not_Canceled
INN19459,2,0,Single,33,Online,0,0,0,Not_Canceled
INN19460,2,0,Single,268,Offline,0,0,0,Not_Canceled
INN19461,1,0,Single,0,Online,0,0,0,Not_Canceled
INN19462,2,0,Single,4,Online,0,0,0,Not_Canceled
INN19463,2,0,Single,179,Online,0,0,0,Canceled
INN19464,2,0,Single,29,Offline,0,0,0,Not_Canceled
INN19465,1,0,Single,0,Complementary,0,0,0,Not_Canceled
INN19466,2,0,Single,30,Online,0,0,0,Not_Canceled
INN19467,2,0,Single,93,Online,0,0,0,Not_Canceled
INN19468,1,0,Single,3,Aviation,0,0,0,Not_Canceled
INN19469,3,0,Single,72,Online,0,0,0,Canceled
INN19470,1,0,Single,84,Corporate,0,0,0,Canceled
INN19471,2,1,In relation,1,Online,0,0,0,Not_Canceled
INN19472,2,0,Single,41,Offline,0,0,0,Canceled
INN19473,1,0,Single,8,Online,0,0,0,Not_Canceled
INN19474,2,0,Single,65,Online,0,0,0,Not_Canceled
INN19475,2,0,Single,127,Offline,0,0,0,Not_Canceled
INN19476,2,0,Single,49,Offline,0,0,0,Not_Canceled
INN19477,2,0,Single,273,Online,0,0,0,Not_Canceled
INN19478,2,0,Single,74,Offline,0,0,0,Canceled
INN19479,2,0,Single,25,Offline,0,0,0,Not_Canceled
INN19480,1,0,Single,29,Offline,0,0,0,Not_Canceled
INN19481,2,0,Single,86,Online,0,0,0,Not_Canceled
INN19482,1,0,Single,28,Offline,0,0,0,Not_Canceled
INN19483,1,0,Single,4,Online,0,0,0,Not_Canceled
INN19484,1,0,Single,131,Online,0,0,0,Not_Canceled
INN19485,2,0,Single,304,Offline,0,0,0,Not_Canceled
INN19486,2,0,Single,21,Online,0,0,0,Not_Canceled
INN19487,3,0,Single,87,Online,0,0,0,Not_Canceled
INN19488,2,1,In relation,11,Online,0,0,0,Not_Canceled
INN19489,2,0,Single,76,Online,0,0,0,Not_Canceled
INN19490,2,0,Single,0,Online,0,0,0,Not_Canceled
INN19491,2,0,Single,87,Online,0,0,0,Not_Canceled
INN19492,2,0,Single,141,Online,0,0,0,Not_Canceled
INN19493,1,0,Single,14,Online,0,0,0,Canceled
INN19494,2,0,Single,14,Offline,0,0,0,Not_Canceled
INN19495,2,0,Single,9,Offline,0,0,0,Not_Canceled
